freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.919e+02,1.123e+02,2.498e+03,2.802e+03
1.4,9.157e+02,5.215e+02,1.177e+04,1.320e+04
2.7,1.025e+03,5.726e+02,1.325e+04,1.485e+04
4.1,9.013e+02,6.328e+02,1.183e+04,1.336e+04
5.5,7.748e+02,6.365e+02,1.234e+04,1.375e+04
6.9,9.708e+02,7.082e+02,1.733e+04,1.901e+04
8.2,1.080e+03,7.730e+02,1.849e+04,2.034e+04
9.6,1.031e+03,7.040e+02,1.858e+04,2.031e+04
11.0,9.935e+02,7.595e+02,2.221e+04,2.397e+04
12.4,1.026e+03,9.305e+02,2.318e+04,2.513e+04
13.7,9.654e+02,1.014e+03,2.204e+04,2.402e+04
15.1,1.095e+03,1.092e+03,2.840e+04,3.059e+04
16.5,1.256e+03,1.231e+03,3.480e+04,3.729e+04
17.9,1.208e+03,1.369e+03,3.144e+04,3.402e+04
19.2,1.044e+03,1.674e+03,3.524e+04,3.796e+04
20.6,9.875e+02,2.003e+03,3.471e+04,3.770e+04
22.0,1.033e+03,2.890e+03,4.003e+04,4.395e+04
23.4,1.082e+03,3.507e+03,4.418e+04,4.877e+04
24.7,1.387e+03,5.253e+03,5.932e+04,6.596e+04
26.1,1.525e+03,6.451e+03,5.278e+04,6.076e+04
27.5,1.509e+03,8.652e+03,5.093e+04,6.109e+04
28.9,1.438e+03,9.281e+03,6.253e+04,7.325e+04
30.2,1.670e+03,8.476e+03,7.467e+04,8.481e+04
31.6,1.649e+03,7.585e+03,1.002e+05,1.095e+05
33.0,1.704e+03,4.800e+03,1.100e+05,1.165e+05
34.4,1.515e+03,3.232e+03,9.035e+04,9.510e+04
35.7,1.652e+03,4.549e+03,1.429e+05,1.491e+05
37.1,2.176e+03,4.507e+03,1.261e+05,1.327e+05
38.5,2.404e+03,5.514e+03,1.356e+05,1.435e+05
39.9,3.076e+03,6.993e+03,1.573e+05,1.673e+05
41.2,3.912e+03,8.216e+03,1.800e+05,1.922e+05
42.6,4.477e+03,9.709e+03,1.976e+05,2.118e+05
44.0,5.530e+03,1.120e+04,2.336e+05,2.503e+05
45.4,6.778e+03,1.119e+04,2.575e+05,2.755e+05
46.7,7.770e+03,1.033e+04,2.594e+05,2.775e+05
48.1,1.033e+04,1.232e+04,3.437e+05,3.664e+05
49.5,1.086e+04,1.072e+04,3.552e+05,3.768e+05
50.9,1.097e+04,7.730e+03,3.209e+05,3.396e+05
52.2,1.093e+04,5.169e+03,2.798e+05,2.959e+05
53.6,1.231e+04,5.603e+03,2.991e+05,3.170e+05
55.0,1.721e+04,5.503e+03,4.036e+05,4.263e+05
56.4,1.897e+04,5.360e+03,3.927e+05,4.170e+05
57.7,1.879e+04,5.597e+03,3.786e+05,4.030e+05
59.1,1.766e+04,5.381e+03,3.793e+05,4.023e+05
60.5,1.025e+04,3.575e+03,2.107e+05,2.245e+05
61.9,1.152e+04,3.641e+03,2.292e+05,2.444e+05
63.2,1.724e+04,4.909e+03,3.369e+05,3.591e+05
64.6,2.080e+04,6.317e+03,3.166e+05,3.438e+05
66.0,2.001e+04,6.763e+03,2.920e+05,3.188e+05
67.4,1.711e+04,5.774e+03,2.383e+05,2.612e+05
68.7,1.481e+04,4.881e+03,1.857e+05,2.054e+05
70.1,1.454e+04,5.001e+03,1.897e+05,2.092e+05
71.5,1.479e+04,5.116e+03,1.860e+05,2.059e+05
72.9,1.080e+04,4.045e+03,1.151e+05,1.299e+05
74.2,1.142e+04,4.361e+03,1.310e+05,1.468e+05
75.6,1.036e+04,4.124e+03,1.101e+05,1.246e+05
77.0,1.103e+04,4.517e+03,9.283e+04,1.084e+05
78.4,1.582e+04,6.006e+03,9.390e+04,1.157e+05
79.7,1.659e+04,6.126e+03,7.919e+04,1.019e+05
81.1,1.964e+04,7.558e+03,7.363e+04,1.008e+05
82.5,1.646e+04,6.671e+03,6.332e+04,8.645e+04
83.9,1.501e+04,6.338e+03,5.208e+04,7.343e+04
85.2,1.308e+04,5.798e+03,4.274e+04,6.161e+04
86.6,7.716e+03,3.448e+03,3.910e+04,5.026e+04
88.0,7.297e+03,3.347e+03,3.943e+04,5.007e+04
89.4,7.522e+03,3.651e+03,3.962e+04,5.079e+04
90.7,7.649e+03,3.665e+03,3.902e+04,5.033e+04
92.1,5.993e+03,3.425e+03,3.232e+04,4.174e+04
93.5,4.760e+03,2.986e+03,3.168e+04,3.942e+04
94.9,5.275e+03,2.818e+03,2.944e+04,3.753e+04
96.2,5.402e+03,3.045e+03,2.647e+04,3.492e+04
97.6,4.876e+03,3.108e+03,2.305e+04,3.103e+04
99.0,4.302e+03,3.005e+03,2.009e+04,2.740e+04
100.4,3.558e+03,2.550e+03,2.168e+04,2.779e+04
101.7,3.532e+03,2.633e+03,2.077e+04,2.693e+04
103.1,3.515e+03,2.555e+03,1.805e+04,2.412e+04
104.5,2.333e+03,2.083e+03,1.362e+04,1.803e+04
105.9,2.245e+03,1.973e+03,1.253e+04,1.675e+04
107.2,2.099e+03,2.036e+03,1.099e+04,1.512e+04
108.6,2.200e+03,2.209e+03,1.300e+04,1.741e+04
110.0,2.188e+03,2.231e+03,1.531e+04,1.973e+04
111.4,1.734e+03,2.016e+03,1.117e+04,1.492e+04
112.7,1.522e+03,1.975e+03,1.168e+04,1.517e+04
114.1,1.664e+03,2.128e+03,1.136e+04,1.516e+04
115.5,1.639e+03,2.391e+03,1.328e+04,1.731e+04
116.9,1.898e+03,2.582e+03,1.427e+04,1.875e+04
118.2,1.781e+03,2.286e+03,1.239e+04,1.645e+04
119.6,1.519e+03,2.020e+03,1.026e+04,1.380e+04
121.0,1.419e+03,2.092e+03,1.015e+04,1.366e+04
122.4,1.592e+03,2.462e+03,1.058e+04,1.463e+04
123.7,1.462e+03,2.406e+03,9.469e+03,1.334e+04
125.1,1.381e+03,2.255e+03,1.027e+04,1.391e+04
126.5,1.529e+03,2.619e+03,1.159e+04,1.574e+04
127.9,1.704e+03,3.165e+03,1.334e+04,1.821e+04
129.2,1.678e+03,3.023e+03,1.348e+04,1.818e+04
130.6,1.748e+03,3.056e+03,1.186e+04,1.666e+04
132.0,2.063e+03,3.396e+03,1.493e+04,2.039e+04
133.4,1.827e+03,3.428e+03,1.691e+04,2.216e+04
134.7,1.666e+03,3.638e+03,1.624e+04,2.154e+04
136.1,1.717e+03,3.697e+03,1.747e+04,2.288e+04
137.5,1.951e+03,4.142e+03,1.973e+04,2.582e+04
138.9,1.939e+03,4.489e+03,2.009e+04,2.652e+04
140.2,2.198e+03,4.316e+03,1.752e+04,2.403e+04
141.6,2.228e+03,4.169e+03,1.702e+04,2.342e+04
143.0,1.811e+03,4.135e+03,1.742e+04,2.336e+04
144.4,1.842e+03,4.441e+03,1.865e+04,2.493e+04
145.7,2.068e+03,4.791e+03,2.083e+04,2.769e+04
147.1,2.078e+03,4.721e+03,2.023e+04,2.703e+04
148.5,2.358e+03,5.207e+03,2.157e+04,2.914e+04
149.9,2.632e+03,5.668e+03,2.519e+04,3.350e+04
151.2,2.825e+03,6.285e+03,2.618e+04,3.529e+04
152.6,2.384e+03,5.381e+03,2.223e+04,3.000e+04
154.0,2.312e+03,5.443e+03,2.404e+04,3.179e+04
155.4,2.560e+03,5.249e+03,2.446e+04,3.227e+04
156.7,2.990e+03,5.754e+03,2.819e+04,3.693e+04
158.1,3.188e+03,6.657e+03,3.046e+04,4.030e+04
159.5,2.806e+03,6.120e+03,2.772e+04,3.665e+04
160.9,2.751e+03,5.261e+03,3.082e+04,3.883e+04
162.2,3.050e+03,5.972e+03,3.297e+04,4.199e+04
163.6,3.264e+03,5.894e+03,3.151e+04,4.067e+04
165.0,3.627e+03,6.441e+03,3.693e+04,4.700e+04
166.4,4.439e+03,6.637e+03,4.163e+04,5.271e+04
167.7,3.695e+03,6.250e+03,3.341e+04,4.336e+04
169.1,3.831e+03,6.187e+03,3.441e+04,4.443e+04
170.5,3.270e+03,6.101e+03,3.384e+04,4.321e+04
171.9,3.322e+03,6.178e+03,4.028e+04,4.978e+04
173.2,3.909e+03,6.763e+03,4.642e+04,5.709e+04
174.6,4.020e+03,6.182e+03,4.068e+04,5.088e+04
176.0,3.558e+03,5.487e+03,3.266e+04,4.170e+04
177.4,3.120e+03,5.429e+03,3.059e+04,3.914e+04
178.7,3.228e+03,5.481e+03,2.954e+04,3.825e+04
180.1,3.580e+03,5.576e+03,3.323e+04,4.238e+04
181.5,3.826e+03,5.795e+03,3.895e+04,4.857e+04
182.8,3.840e+03,5.578e+03,3.510e+04,4.452e+04
184.2,4.092e+03,5.431e+03,3.386e+04,4.338e+04
