freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.858e+01,1.138e+03,2.312e+03,3.549e+03
1.4,4.791e+02,6.716e+03,9.554e+03,1.675e+04
2.7,4.938e+02,7.896e+03,1.176e+04,2.015e+04
4.1,5.842e+02,7.577e+03,1.402e+04,2.218e+04
5.5,5.710e+02,5.881e+03,1.401e+04,2.046e+04
6.9,5.684e+02,8.133e+03,1.753e+04,2.623e+04
8.2,6.868e+02,8.287e+03,2.105e+04,3.002e+04
9.6,7.227e+02,8.045e+03,2.520e+04,3.397e+04
11.0,7.729e+02,8.255e+03,2.706e+04,3.608e+04
12.4,7.956e+02,9.120e+03,3.170e+04,4.162e+04
13.7,8.042e+02,8.515e+03,4.363e+04,5.295e+04
15.1,7.990e+02,7.351e+03,4.815e+04,5.630e+04
16.5,7.510e+02,7.730e+03,5.750e+04,6.598e+04
17.9,8.081e+02,8.399e+03,9.573e+04,1.049e+05
19.2,9.723e+02,9.361e+03,1.234e+05,1.337e+05
20.6,9.675e+02,1.080e+04,1.332e+05,1.450e+05
22.0,1.104e+03,1.325e+04,1.998e+05,2.142e+05
23.4,1.118e+03,1.283e+04,3.228e+05,3.367e+05
24.7,1.569e+03,1.368e+04,3.532e+05,3.685e+05
26.1,2.499e+03,1.732e+04,4.452e+05,4.651e+05
27.5,4.357e+03,2.098e+04,6.817e+05,7.071e+05
28.8,5.406e+03,2.174e+04,6.778e+05,7.050e+05
30.2,4.071e+03,2.425e+04,3.432e+05,3.715e+05
31.6,5.470e+03,3.889e+04,3.459e+05,3.902e+05
33.0,8.533e+03,5.767e+04,3.767e+05,4.429e+05
34.3,1.161e+04,7.401e+04,4.492e+05,5.348e+05
35.7,2.214e+04,1.353e+05,8.042e+05,9.616e+05
37.1,2.322e+04,1.566e+05,9.445e+05,1.124e+06
38.5,1.201e+04,1.020e+05,5.818e+05,6.959e+05
39.8,8.158e+03,7.494e+04,3.977e+05,4.808e+05
41.2,9.414e+03,9.528e+04,5.000e+05,6.047e+05
42.6,9.518e+03,9.875e+04,4.896e+05,5.979e+05
44.0,5.536e+03,6.190e+04,2.477e+05,3.152e+05
45.3,5.780e+03,7.097e+04,2.451e+05,3.218e+05
46.7,6.629e+03,9.357e+04,2.810e+05,3.812e+05
48.1,6.704e+03,9.806e+04,2.818e+05,3.866e+05
49.5,5.173e+03,8.026e+04,2.031e+05,2.885e+05
50.8,5.154e+03,9.624e+04,2.216e+05,3.230e+05
52.2,4.779e+03,9.690e+04,1.979e+05,2.995e+05
53.6,4.117e+03,9.453e+04,1.466e+05,2.452e+05
54.9,4.332e+03,1.199e+05,1.577e+05,2.819e+05
56.3,4.335e+03,1.225e+05,1.608e+05,2.875e+05
57.7,6.004e+03,1.461e+05,1.580e+05,3.100e+05
59.1,4.314e+03,1.135e+05,1.282e+05,2.460e+05
60.4,3.318e+03,8.457e+04,9.971e+04,1.876e+05
61.8,4.339e+03,8.759e+04,8.885e+04,1.808e+05
63.2,4.427e+03,9.705e+04,8.117e+04,1.826e+05
64.6,6.681e+03,1.708e+05,1.216e+05,2.991e+05
65.9,6.890e+03,1.445e+05,1.034e+05,2.548e+05
67.3,6.143e+03,1.060e+05,7.506e+04,1.872e+05
68.7,6.585e+03,1.171e+05,7.357e+04,1.973e+05
70.1,7.592e+03,1.165e+05,7.074e+04,1.948e+05
71.4,9.003e+03,1.252e+05,7.472e+04,2.089e+05
72.8,7.489e+03,1.096e+05,6.643e+04,1.835e+05
74.2,6.452e+03,9.399e+04,5.055e+04,1.510e+05
75.6,7.577e+03,1.133e+05,5.197e+04,1.729e+05
76.9,9.964e+03,1.160e+05,4.583e+04,1.718e+05
78.3,8.515e+03,1.154e+05,4.446e+04,1.684e+05
79.7,9.236e+03,1.570e+05,5.194e+04,2.182e+05
81.0,6.659e+03,9.708e+04,2.756e+04,1.313e+05
82.4,6.910e+03,9.190e+04,2.644e+04,1.252e+05
83.8,5.690e+03,6.758e+04,2.282e+04,9.610e+04
85.2,5.098e+03,5.030e+04,1.717e+04,7.257e+04
86.5,6.004e+03,5.947e+04,1.611e+04,8.158e+04
87.9,6.040e+03,5.319e+04,1.480e+04,7.403e+04
89.3,5.221e+03,5.265e+04,1.466e+04,7.253e+04
90.7,5.594e+03,4.079e+04,1.209e+04,5.847e+04
92.0,5.507e+03,3.903e+04,1.020e+04,5.474e+04
93.4,4.485e+03,3.474e+04,9.143e+03,4.836e+04
94.8,4.642e+03,3.402e+04,9.430e+03,4.809e+04
96.2,3.873e+03,3.222e+04,7.848e+03,4.394e+04
97.5,3.807e+03,2.653e+04,6.866e+03,3.720e+04
98.9,3.695e+03,2.984e+04,6.719e+03,4.026e+04
100.3,3.096e+03,3.179e+04,6.509e+03,4.139e+04
101.7,2.930e+03,2.619e+04,7.017e+03,3.614e+04
103.0,2.357e+03,2.108e+04,6.257e+03,2.969e+04
104.4,2.605e+03,1.975e+04,5.897e+03,2.825e+04
105.8,2.133e+03,1.518e+04,5.135e+03,2.245e+04
107.1,1.868e+03,1.180e+04,4.742e+03,1.841e+04
108.5,2.192e+03,1.356e+04,4.911e+03,2.066e+04
109.9,2.225e+03,1.221e+04,4.185e+03,1.862e+04
111.3,1.837e+03,9.669e+03,3.731e+03,1.524e+04
112.6,1.883e+03,8.697e+03,3.745e+03,1.432e+04
114.0,1.730e+03,8.764e+03,4.164e+03,1.466e+04
115.4,1.511e+03,8.605e+03,4.331e+03,1.445e+04
116.8,1.592e+03,9.605e+03,4.560e+03,1.576e+04
118.1,1.687e+03,7.501e+03,4.329e+03,1.352e+04
119.5,1.813e+03,6.046e+03,4.435e+03,1.229e+04
120.9,1.696e+03,5.985e+03,4.698e+03,1.238e+04
122.3,1.661e+03,6.223e+03,4.202e+03,1.209e+04
123.6,1.611e+03,6.454e+03,4.333e+03,1.240e+04
125.0,2.033e+03,5.631e+03,4.239e+03,1.190e+04
126.4,1.935e+03,5.409e+03,4.502e+03,1.185e+04
127.8,1.872e+03,5.209e+03,4.458e+03,1.154e+04
129.1,1.950e+03,5.351e+03,4.160e+03,1.146e+04
130.5,2.255e+03,5.205e+03,4.542e+03,1.200e+04
131.9,2.498e+03,4.922e+03,4.930e+03,1.235e+04
133.2,2.393e+03,4.434e+03,4.924e+03,1.175e+04
134.6,2.482e+03,4.118e+03,5.374e+03,1.197e+04
136.0,2.632e+03,4.242e+03,5.194e+03,1.207e+04
137.4,3.026e+03,4.432e+03,4.842e+03,1.230e+04
138.7,2.720e+03,3.732e+03,4.886e+03,1.134e+04
140.1,2.671e+03,3.571e+03,5.744e+03,1.199e+04
141.5,2.757e+03,3.442e+03,5.299e+03,1.150e+04
142.9,2.945e+03,3.285e+03,5.254e+03,1.148e+04
144.2,3.247e+03,3.181e+03,5.003e+03,1.143e+04
145.6,3.497e+03,3.051e+03,5.051e+03,1.160e+04
147.0,3.807e+03,3.369e+03,5.057e+03,1.223e+04
148.4,3.619e+03,3.070e+03,4.167e+03,1.086e+04
149.7,4.114e+03,3.796e+03,4.287e+03,1.220e+04
151.1,4.450e+03,4.085e+03,4.110e+03,1.265e+04
