freq,psd_x,psd_y,psd_z,psd_xyz
107.9,3.666e+03,5.536e+03,2.482e+03,1.168e+04
109.2,4.553e+03,6.492e+03,2.584e+03,1.363e+04
110.6,3.584e+03,6.052e+03,2.470e+03,1.211e+04
112.0,3.654e+03,5.669e+03,2.600e+03,1.192e+04
113.3,3.649e+03,5.193e+03,2.693e+03,1.154e+04
114.7,3.682e+03,5.395e+03,2.512e+03,1.159e+04
116.1,3.186e+03,4.779e+03,2.590e+03,1.056e+04
117.4,2.243e+03,4.600e+03,2.767e+03,9.610e+03
118.8,2.141e+03,4.326e+03,2.963e+03,9.430e+03
120.2,2.150e+03,3.804e+03,2.647e+03,8.601e+03
121.5,2.048e+03,3.997e+03,2.623e+03,8.668e+03
122.9,1.984e+03,3.872e+03,2.546e+03,8.403e+03
124.3,1.590e+03,3.315e+03,2.796e+03,7.701e+03
125.6,1.572e+03,3.265e+03,2.844e+03,7.681e+03
127.0,1.623e+03,3.370e+03,2.722e+03,7.715e+03
128.4,1.496e+03,2.958e+03,2.665e+03,7.119e+03
129.7,1.540e+03,2.727e+03,2.562e+03,6.829e+03
131.1,1.295e+03,2.625e+03,2.219e+03,6.138e+03
132.5,1.087e+03,2.655e+03,2.388e+03,6.130e+03
133.8,1.343e+03,2.514e+03,2.801e+03,6.658e+03
135.2,1.426e+03,2.489e+03,3.076e+03,6.991e+03
136.5,1.534e+03,2.846e+03,3.496e+03,7.876e+03
137.9,1.435e+03,2.752e+03,3.819e+03,8.006e+03
139.3,1.128e+03,2.715e+03,3.873e+03,7.716e+03
140.6,1.214e+03,3.013e+03,3.795e+03,8.023e+03
142.0,1.186e+03,2.302e+03,4.060e+03,7.548e+03
143.4,1.149e+03,2.098e+03,3.969e+03,7.217e+03
144.7,1.155e+03,2.303e+03,3.828e+03,7.285e+03
146.1,1.028e+03,2.380e+03,4.428e+03,7.836e+03
147.5,8.504e+02,2.344e+03,4.858e+03,8.052e+03
148.8,8.649e+02,2.180e+03,4.275e+03,7.320e+03
150.2,9.412e+02,1.890e+03,4.395e+03,7.226e+03
151.6,9.308e+02,2.205e+03,4.514e+03,7.650e+03
152.9,8.785e+02,2.511e+03,4.273e+03,7.663e+03
154.3,9.356e+02,2.156e+03,3.671e+03,6.762e+03
155.7,9.729e+02,2.204e+03,3.842e+03,7.020e+03
157.0,8.532e+02,2.097e+03,3.106e+03,6.056e+03
158.4,8.326e+02,1.916e+03,2.584e+03,5.333e+03
159.8,7.772e+02,1.791e+03,2.755e+03,5.324e+03
161.1,7.744e+02,1.994e+03,2.318e+03,5.087e+03
162.5,9.012e+02,2.172e+03,2.363e+03,5.436e+03
163.9,9.387e+02,1.969e+03,2.151e+03,5.058e+03
165.2,9.901e+02,1.774e+03,1.981e+03,4.745e+03
166.6,1.067e+03,2.008e+03,1.847e+03,4.921e+03
168.0,9.098e+02,2.249e+03,1.727e+03,4.886e+03
169.3,8.760e+02,2.088e+03,1.697e+03,4.662e+03
170.7,8.100e+02,2.144e+03,1.662e+03,4.615e+03
172.1,7.536e+02,1.977e+03,1.679e+03,4.409e+03
173.4,8.888e+02,1.898e+03,1.906e+03,4.694e+03
174.8,8.003e+02,1.827e+03,1.788e+03,4.415e+03
176.1,8.010e+02,1.698e+03,1.742e+03,4.240e+03
177.5,8.076e+02,1.610e+03,1.750e+03,4.167e+03
178.9,9.592e+02,1.601e+03,1.752e+03,4.312e+03
180.2,1.124e+03,1.978e+03,1.425e+03,4.527e+03
181.6,9.733e+02,1.732e+03,1.179e+03,3.884e+03
183.0,8.722e+02,1.596e+03,1.355e+03,3.823e+03
184.3,7.381e+02,1.717e+03,1.624e+03,4.079e+03
185.7,9.098e+02,1.917e+03,1.698e+03,4.525e+03
187.1,8.337e+02,1.716e+03,1.593e+03,4.143e+03
188.4,8.630e+02,1.780e+03,1.268e+03,3.912e+03
189.8,9.375e+02,1.606e+03,1.155e+03,3.699e+03
191.2,7.739e+02,1.462e+03,1.142e+03,3.378e+03
192.5,7.942e+02,1.330e+03,1.108e+03,3.232e+03
193.9,7.470e+02,1.349e+03,1.103e+03,3.199e+03
195.3,9.201e+02,1.395e+03,1.176e+03,3.491e+03
196.6,7.937e+02,1.484e+03,1.160e+03,3.437e+03
198.0,8.247e+02,1.435e+03,1.138e+03,3.398e+03
199.4,8.459e+02,1.325e+03,1.142e+03,3.313e+03
