freq,psd_x,psd_y,psd_z,psd_xyz
50.8,3.709e+05,2.174e+04,1.204e+04,4.047e+05
52.2,3.846e+05,2.375e+04,1.012e+04,4.185e+05
53.6,3.260e+05,2.371e+04,8.329e+03,3.580e+05
54.9,3.551e+05,2.500e+04,8.519e+03,3.886e+05
56.3,4.536e+05,3.407e+04,9.309e+03,4.970e+05
57.7,4.581e+05,3.833e+04,9.257e+03,5.057e+05
59.1,3.531e+05,2.946e+04,7.115e+03,3.897e+05
60.4,3.624e+05,3.522e+04,8.137e+03,4.058e+05
61.8,3.633e+05,3.577e+04,8.127e+03,4.072e+05
63.2,4.153e+05,3.913e+04,9.026e+03,4.634e+05
64.5,3.485e+05,3.723e+04,9.242e+03,3.950e+05
65.9,2.551e+05,2.925e+04,7.157e+03,2.915e+05
67.3,2.174e+05,2.569e+04,6.646e+03,2.498e+05
68.7,2.182e+05,2.430e+04,6.625e+03,2.491e+05
70.0,2.013e+05,2.608e+04,7.322e+03,2.347e+05
71.4,1.668e+05,2.420e+04,7.469e+03,1.985e+05
72.8,1.520e+05,2.217e+04,7.208e+03,1.813e+05
74.2,1.246e+05,1.919e+04,6.507e+03,1.503e+05
75.5,1.112e+05,2.059e+04,7.383e+03,1.392e+05
76.9,9.346e+04,1.640e+04,6.954e+03,1.168e+05
78.3,9.812e+04,2.682e+04,1.010e+04,1.350e+05
79.7,7.400e+04,2.545e+04,9.799e+03,1.092e+05
81.0,7.560e+04,2.315e+04,8.869e+03,1.076e+05
82.4,6.455e+04,1.884e+04,7.651e+03,9.105e+04
83.8,5.534e+04,1.481e+04,6.398e+03,7.654e+04
85.1,5.477e+04,1.144e+04,5.287e+03,7.150e+04
86.5,5.070e+04,1.070e+04,4.951e+03,6.635e+04
87.9,4.556e+04,9.407e+03,4.305e+03,5.927e+04
89.3,5.195e+04,8.499e+03,4.163e+03,6.461e+04
90.6,4.759e+04,7.241e+03,4.110e+03,5.894e+04
92.0,3.570e+04,5.884e+03,3.975e+03,4.555e+04
93.4,3.671e+04,6.106e+03,4.160e+03,4.698e+04
94.8,3.778e+04,5.986e+03,4.136e+03,4.790e+04
96.1,3.307e+04,5.796e+03,4.224e+03,4.309e+04
97.5,3.334e+04,6.234e+03,4.287e+03,4.386e+04
98.9,2.781e+04,5.158e+03,3.890e+03,3.686e+04
100.3,2.428e+04,4.561e+03,4.101e+03,3.294e+04
101.6,2.177e+04,4.156e+03,4.014e+03,2.994e+04
103.0,2.045e+04,2.966e+03,3.436e+03,2.686e+04
104.4,2.092e+04,2.675e+03,3.292e+03,2.689e+04
105.7,1.810e+04,3.047e+03,3.552e+03,2.470e+04
107.1,1.728e+04,2.758e+03,3.596e+03,2.363e+04
108.5,2.006e+04,2.120e+03,3.177e+03,2.536e+04
109.9,1.831e+04,2.520e+03,3.234e+03,2.406e+04
111.2,2.038e+04,2.770e+03,3.098e+03,2.625e+04
112.6,1.683e+04,2.010e+03,2.868e+03,2.171e+04
114.0,1.494e+04,2.129e+03,2.999e+03,2.007e+04
115.4,1.443e+04,2.383e+03,3.175e+03,1.999e+04
116.7,1.464e+04,2.203e+03,2.917e+03,1.976e+04
118.1,1.617e+04,2.092e+03,3.560e+03,2.182e+04
119.5,1.825e+04,2.121e+03,4.045e+03,2.442e+04
120.9,1.546e+04,2.048e+03,3.789e+03,2.129e+04
122.2,1.492e+04,1.844e+03,3.691e+03,2.046e+04
123.6,1.587e+04,2.066e+03,3.738e+03,2.168e+04
125.0,1.791e+04,2.228e+03,4.098e+03,2.424e+04
126.4,1.903e+04,2.004e+03,4.529e+03,2.556e+04
127.7,2.080e+04,2.058e+03,4.938e+03,2.780e+04
129.1,2.042e+04,1.882e+03,4.274e+03,2.658e+04
130.5,2.167e+04,2.033e+03,4.647e+03,2.835e+04
131.8,2.313e+04,2.444e+03,5.408e+03,3.098e+04
133.2,2.399e+04,2.460e+03,5.938e+03,3.239e+04
134.6,2.433e+04,2.284e+03,5.926e+03,3.254e+04
136.0,2.471e+04,2.461e+03,6.866e+03,3.403e+04
137.3,2.718e+04,2.889e+03,7.203e+03,3.727e+04
138.7,2.806e+04,2.838e+03,7.538e+03,3.844e+04
140.1,2.778e+04,2.904e+03,7.766e+03,3.845e+04
141.5,3.229e+04,3.136e+03,8.721e+03,4.414e+04
142.8,3.543e+04,2.530e+03,8.618e+03,4.658e+04
144.2,3.775e+04,2.728e+03,9.017e+03,4.950e+04
145.6,4.257e+04,2.914e+03,8.887e+03,5.437e+04
147.0,4.150e+04,3.070e+03,8.534e+03,5.310e+04
148.3,3.879e+04,3.025e+03,8.460e+03,5.027e+04
149.7,3.293e+04,2.364e+03,6.993e+03,4.229e+04
151.1,3.199e+04,2.215e+03,6.484e+03,4.068e+04
152.4,4.332e+04,2.703e+03,8.395e+03,5.442e+04
153.8,4.695e+04,3.173e+03,8.716e+03,5.884e+04
155.2,4.353e+04,2.755e+03,8.110e+03,5.440e+04
156.6,4.671e+04,3.045e+03,8.589e+03,5.835e+04
157.9,4.832e+04,3.489e+03,8.574e+03,6.039e+04
159.3,4.942e+04,3.275e+03,8.294e+03,6.099e+04
160.7,5.143e+04,3.344e+03,8.663e+03,6.344e+04
162.1,4.738e+04,3.617e+03,8.878e+03,5.988e+04
163.4,5.271e+04,3.987e+03,8.879e+03,6.558e+04
164.8,5.461e+04,3.969e+03,8.747e+03,6.732e+04
166.2,5.610e+04,3.608e+03,8.529e+03,6.824e+04
167.6,5.704e+04,3.555e+03,8.530e+03,6.912e+04
168.9,5.328e+04,4.397e+03,8.760e+03,6.643e+04
170.3,6.178e+04,5.525e+03,9.389e+03,7.670e+04
171.7,7.617e+04,5.200e+03,1.062e+04,9.199e+04
173.0,6.121e+04,4.009e+03,8.753e+03,7.397e+04
174.4,5.985e+04,4.562e+03,8.946e+03,7.336e+04
175.8,6.247e+04,4.231e+03,8.570e+03,7.527e+04
177.2,5.350e+04,3.946e+03,7.353e+03,6.480e+04
178.5,4.552e+04,4.257e+03,6.562e+03,5.633e+04
179.9,5.312e+04,4.614e+03,7.513e+03,6.525e+04
181.3,4.585e+04,4.531e+03,6.944e+03,5.732e+04
182.7,5.240e+04,4.834e+03,7.470e+03,6.470e+04
184.0,5.366e+04,4.702e+03,8.129e+03,6.649e+04
185.4,4.119e+04,4.093e+03,6.937e+03,5.222e+04
186.8,4.454e+04,4.335e+03,7.325e+03,5.620e+04
188.2,3.644e+04,4.079e+03,5.774e+03,4.629e+04
189.5,3.526e+04,3.960e+03,6.383e+03,4.560e+04
190.9,4.834e+04,4.563e+03,8.734e+03,6.164e+04
192.3,4.646e+04,4.580e+03,8.648e+03,5.968e+04
193.6,4.318e+04,4.296e+03,7.644e+03,5.512e+04
195.0,4.284e+04,4.306e+03,7.099e+03,5.424e+04
196.4,3.944e+04,4.351e+03,6.625e+03,5.042e+04
197.8,4.143e+04,4.366e+03,7.612e+03,5.341e+04
199.1,3.766e+04,4.188e+03,6.693e+03,4.854e+04
