freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.840e+03,2.450e+02,1.034e+02,3.188e+03
1.4,1.212e+04,1.138e+03,4.823e+02,1.374e+04
2.7,1.246e+04,1.271e+03,5.553e+02,1.429e+04
4.1,1.085e+04,1.251e+03,5.534e+02,1.265e+04
5.5,1.390e+04,1.271e+03,5.927e+02,1.576e+04
6.9,1.591e+04,1.312e+03,6.242e+02,1.784e+04
8.2,1.958e+04,1.662e+03,7.293e+02,2.197e+04
9.6,1.947e+04,1.631e+03,7.471e+02,2.184e+04
11.0,2.325e+04,1.650e+03,7.846e+02,2.569e+04
12.4,2.580e+04,1.726e+03,9.742e+02,2.850e+04
13.7,2.195e+04,1.466e+03,9.285e+02,2.435e+04
15.1,2.568e+04,1.243e+03,9.683e+02,2.789e+04
16.5,3.258e+04,1.625e+03,1.208e+03,3.541e+04
17.9,3.244e+04,1.639e+03,1.445e+03,3.552e+04
19.2,3.592e+04,1.588e+03,1.778e+03,3.929e+04
20.6,3.226e+04,1.785e+03,1.821e+03,3.587e+04
22.0,3.578e+04,1.635e+03,2.449e+03,3.986e+04
23.4,4.486e+04,1.680e+03,3.252e+03,4.979e+04
24.7,4.791e+04,2.007e+03,4.118e+03,5.403e+04
26.1,4.983e+04,2.322e+03,6.374e+03,5.853e+04
27.5,5.891e+04,2.583e+03,1.149e+04,7.297e+04
28.9,6.947e+04,2.070e+03,1.515e+04,8.669e+04
30.2,7.006e+04,2.093e+03,1.013e+04,8.228e+04
31.6,7.150e+04,2.038e+03,7.204e+03,8.074e+04
33.0,8.037e+04,1.923e+03,3.786e+03,8.608e+04
34.4,1.060e+05,2.090e+03,2.709e+03,1.108e+05
35.7,1.124e+05,2.692e+03,2.638e+03,1.177e+05
37.1,1.216e+05,3.460e+03,3.215e+03,1.282e+05
38.5,1.157e+05,3.901e+03,3.825e+03,1.234e+05
39.8,1.404e+05,3.829e+03,4.315e+03,1.486e+05
41.2,1.762e+05,3.972e+03,4.749e+03,1.849e+05
42.6,2.219e+05,4.956e+03,6.220e+03,2.330e+05
44.0,2.134e+05,6.414e+03,5.564e+03,2.254e+05
45.3,2.010e+05,7.749e+03,4.511e+03,2.133e+05
46.7,2.095e+05,7.338e+03,4.725e+03,2.215e+05
48.1,2.691e+05,9.198e+03,5.401e+03,2.837e+05
49.5,3.386e+05,1.155e+04,6.146e+03,3.563e+05
50.8,2.964e+05,1.144e+04,5.145e+03,3.130e+05
52.2,2.750e+05,1.229e+04,4.525e+03,2.919e+05
53.6,3.006e+05,1.636e+04,5.510e+03,3.225e+05
55.0,3.370e+05,2.173e+04,6.752e+03,3.655e+05
56.3,3.726e+05,2.631e+04,7.332e+03,4.062e+05
57.7,4.243e+05,3.272e+04,8.508e+03,4.656e+05
59.1,3.566e+05,2.822e+04,7.817e+03,3.926e+05
60.5,3.897e+05,3.272e+04,9.226e+03,4.316e+05
61.8,2.973e+05,2.769e+04,8.311e+03,3.333e+05
63.2,2.849e+05,3.315e+04,1.077e+04,3.288e+05
64.6,2.862e+05,3.626e+04,1.193e+04,3.344e+05
66.0,2.864e+05,3.400e+04,1.095e+04,3.313e+05
67.3,3.048e+05,3.321e+04,9.929e+03,3.480e+05
68.7,2.756e+05,3.261e+04,1.024e+04,3.185e+05
70.1,1.618e+05,2.342e+04,8.030e+03,1.933e+05
71.5,1.470e+05,2.148e+04,7.241e+03,1.757e+05
72.8,8.945e+04,1.406e+04,4.769e+03,1.083e+05
74.2,7.798e+04,1.369e+04,4.851e+03,9.652e+04
75.6,7.684e+04,1.477e+04,5.111e+03,9.672e+04
76.9,1.211e+05,2.309e+04,8.035e+03,1.522e+05
78.3,1.264e+05,2.974e+04,1.028e+04,1.664e+05
79.7,9.055e+04,3.204e+04,1.109e+04,1.337e+05
81.1,6.358e+04,2.408e+04,8.388e+03,9.605e+04
82.4,5.534e+04,1.754e+04,6.284e+03,7.917e+04
83.8,5.936e+04,1.747e+04,6.117e+03,8.295e+04
85.2,5.055e+04,1.483e+04,5.326e+03,7.071e+04
86.6,4.238e+04,1.188e+04,4.453e+03,5.872e+04
87.9,3.827e+04,8.982e+03,3.391e+03,5.064e+04
89.3,3.910e+04,7.676e+03,2.877e+03,4.965e+04
90.7,4.558e+04,8.392e+03,3.070e+03,5.705e+04
92.1,4.053e+04,7.517e+03,2.712e+03,5.076e+04
93.4,2.995e+04,5.982e+03,2.302e+03,3.823e+04
94.8,2.749e+04,6.785e+03,2.592e+03,3.687e+04
96.2,2.775e+04,6.546e+03,2.501e+03,3.680e+04
97.6,2.502e+04,7.025e+03,2.657e+03,3.470e+04
98.9,2.176e+04,6.060e+03,2.519e+03,3.034e+04
100.3,1.719e+04,4.259e+03,1.861e+03,2.331e+04
101.7,1.519e+04,3.777e+03,1.737e+03,2.070e+04
103.1,1.595e+04,4.747e+03,2.181e+03,2.288e+04
104.4,1.508e+04,4.258e+03,2.069e+03,2.141e+04
105.8,1.252e+04,2.912e+03,1.491e+03,1.693e+04
107.2,1.369e+04,2.869e+03,1.486e+03,1.804e+04
108.5,1.496e+04,2.832e+03,1.578e+03,1.937e+04
109.9,1.388e+04,2.629e+03,1.366e+03,1.788e+04
111.3,1.186e+04,2.677e+03,1.393e+03,1.593e+04
112.7,9.450e+03,2.378e+03,1.353e+03,1.318e+04
114.0,1.091e+04,2.201e+03,1.296e+03,1.441e+04
115.4,1.078e+04,2.636e+03,1.396e+03,1.481e+04
116.8,9.567e+03,2.360e+03,1.434e+03,1.336e+04
118.2,9.088e+03,1.987e+03,1.268e+03,1.234e+04
119.5,9.932e+03,1.920e+03,1.357e+03,1.321e+04
120.9,9.287e+03,2.031e+03,1.524e+03,1.284e+04
122.3,8.457e+03,1.976e+03,1.562e+03,1.199e+04
123.7,8.485e+03,1.837e+03,1.446e+03,1.177e+04
125.0,8.102e+03,1.923e+03,1.468e+03,1.149e+04
126.4,9.503e+03,1.741e+03,1.526e+03,1.277e+04
127.8,1.000e+04,1.833e+03,1.596e+03,1.343e+04
129.2,9.363e+03,1.847e+03,1.498e+03,1.271e+04
130.5,8.640e+03,1.676e+03,1.554e+03,1.187e+04
131.9,9.484e+03,1.628e+03,1.512e+03,1.262e+04
133.3,8.524e+03,1.546e+03,1.492e+03,1.156e+04
134.7,1.038e+04,1.753e+03,1.618e+03,1.375e+04
136.0,1.163e+04,1.891e+03,1.873e+03,1.539e+04
137.4,1.080e+04,1.874e+03,1.984e+03,1.466e+04
138.8,1.109e+04,1.977e+03,2.155e+03,1.522e+04
140.2,1.410e+04,1.786e+03,2.336e+03,1.822e+04
141.5,1.437e+04,1.755e+03,2.878e+03,1.901e+04
142.9,1.298e+04,1.715e+03,2.552e+03,1.725e+04
144.3,1.525e+04,1.775e+03,2.515e+03,1.954e+04
