freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.466e+02,3.027e+00,8.479e+00,3.581e+02
1.6,1.987e+02,1.487e+01,2.753e+01,2.411e+02
3.2,3.901e+01,1.622e+01,3.118e+01,8.641e+01
4.8,6.201e+02,1.552e+01,3.420e+01,6.698e+02
6.4,2.005e+03,1.480e+01,3.255e+01,2.052e+03
8.0,3.203e+03,1.658e+01,3.292e+01,3.253e+03
9.6,4.575e+03,1.662e+01,3.309e+01,4.625e+03
11.1,6.411e+03,1.602e+01,3.517e+01,6.462e+03
12.7,8.632e+03,1.596e+01,4.386e+01,8.692e+03
14.3,1.139e+04,1.813e+01,5.911e+01,1.147e+04
15.9,1.506e+04,1.876e+01,6.343e+01,1.514e+04
17.5,1.792e+04,2.233e+01,7.098e+01,1.802e+04
19.1,1.949e+04,2.539e+01,8.752e+01,1.960e+04
20.7,2.284e+04,2.279e+01,1.115e+02,2.297e+04
22.3,2.752e+04,2.464e+01,1.488e+02,2.769e+04
23.9,3.322e+04,3.068e+01,2.052e+02,3.346e+04
25.5,3.959e+04,2.862e+01,1.925e+02,3.981e+04
27.1,4.645e+04,2.620e+01,1.173e+02,4.659e+04
28.7,5.376e+04,3.890e+01,1.031e+02,5.390e+04
30.2,6.258e+04,7.736e+01,1.380e+02,6.279e+04
31.8,7.380e+04,1.105e+02,2.153e+02,7.413e+04
33.4,8.364e+04,9.615e+01,3.316e+02,8.406e+04
35.0,9.548e+04,4.740e+01,4.635e+02,9.599e+04
36.6,1.195e+05,3.922e+01,6.997e+02,1.203e+05
38.2,1.555e+05,6.238e+01,1.014e+03,1.566e+05
39.8,2.030e+05,7.725e+01,1.044e+03,2.041e+05
41.4,2.753e+05,9.257e+01,1.474e+03,2.768e+05
43.0,4.079e+05,2.321e+02,2.487e+03,4.106e+05
44.6,5.814e+05,5.107e+02,2.762e+03,5.847e+05
46.2,6.471e+05,3.930e+02,2.847e+03,6.504e+05
47.8,5.922e+05,4.585e+02,4.327e+03,5.970e+05
49.3,5.058e+05,7.952e+02,4.137e+03,5.107e+05
50.9,3.996e+05,5.916e+02,2.683e+03,4.029e+05
52.5,3.034e+05,2.561e+02,2.598e+03,3.063e+05
54.1,2.986e+05,3.666e+02,4.630e+03,3.036e+05
55.7,3.080e+05,4.890e+02,6.081e+03,3.145e+05
57.3,2.785e+05,4.834e+02,4.870e+03,2.838e+05
58.9,2.143e+05,3.661e+02,3.082e+03,2.177e+05
60.5,1.607e+05,3.708e+02,1.816e+03,1.629e+05
62.1,1.467e+05,4.963e+02,1.717e+03,1.489e+05
63.7,1.381e+05,5.848e+02,1.682e+03,1.404e+05
65.3,1.369e+05,6.682e+02,1.561e+03,1.392e+05
66.9,1.572e+05,1.129e+03,1.433e+03,1.597e+05
68.4,1.704e+05,2.035e+03,1.250e+03,1.737e+05
70.0,2.153e+05,1.800e+03,1.516e+03,2.187e+05
71.6,2.380e+05,8.984e+02,2.968e+03,2.419e+05
73.2,2.422e+05,9.327e+02,6.820e+03,2.499e+05
74.8,2.534e+05,2.644e+03,1.112e+04,2.672e+05
76.4,2.544e+05,3.215e+03,9.424e+03,2.671e+05
78.0,2.169e+05,2.578e+03,6.416e+03,2.259e+05
79.6,1.788e+05,2.198e+03,4.902e+03,1.859e+05
81.2,1.493e+05,1.778e+03,4.191e+03,1.553e+05
82.8,1.241e+05,1.259e+03,4.279e+03,1.297e+05
84.4,1.014e+05,7.462e+02,4.881e+03,1.070e+05
86.0,8.136e+04,6.942e+02,5.454e+03,8.751e+04
87.5,6.411e+04,8.902e+02,5.592e+03,7.059e+04
89.1,3.889e+04,1.007e+03,4.177e+03,4.407e+04
90.7,6.679e+03,1.039e+03,1.347e+03,9.065e+03
92.3,6.167e+02,1.211e+03,8.483e+02,2.676e+03
93.9,3.513e+02,1.292e+03,8.389e+02,2.483e+03
95.5,2.231e+02,1.064e+03,7.395e+02,2.026e+03
97.1,1.385e+02,8.276e+02,6.312e+02,1.597e+03
98.7,8.196e+01,7.360e+02,5.784e+02,1.396e+03
100.3,7.120e+01,7.278e+02,5.024e+02,1.301e+03
101.9,8.428e+01,6.509e+02,4.350e+02,1.170e+03
103.5,1.236e+02,2.989e+02,3.279e+02,7.504e+02
105.1,1.997e+02,1.401e+02,3.090e+02,6.489e+02
106.6,3.870e+02,1.749e+02,3.716e+02,9.335e+02
108.2,7.816e+02,5.956e+02,5.491e+02,1.926e+03
109.8,1.341e+03,3.897e+02,5.404e+02,2.272e+03
